         148691 function calls (148622 primitive calls) in 229.033 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\context.py:60(Pipe)
      508    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        3    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:98(resizeEvent)
        8    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\tempfile.py:400(mktemp)
        2    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Local\uv\cache\archive-v0\QOWiy_ESI7j2n885-mQUE\Lib\site-packages\toolset\gui\common\style\theme_manager.py:291(_build_builtin_theme_configs)
       15    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:699(format)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        2    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:174(__init__)
       23    0.000    0.000    0.000    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:166(__fspath__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
        6    0.000    0.000    0.000    0.000 {built-in method contains}
